playlist,video_id,video_title,uploader,duration
BIL 2016 Los Angeles Talks,HP0EoAnTqLI,Mya Stark: Tinkering with Education: Teaching Kids How to Learn Like a Maker,BILtalks,605
BIL 2016 Los Angeles Talks,Ee8a5Drc9_4,Linda Maepa: The Future of Energy is Cybersecurity,BILtalks,795
BIL 2016 Los Angeles Talks,jp2DjjrFNx8,Kevin Russell: Optimism is our Responsibility,BILtalks,1908
BIL 2016 Los Angeles Talks,YDHIHi8tbp8,Isa Gordon: The Age of Distraction & the Future of Wearable Tech,BILtalks,1496
BIL2016 Los Angeles Main Stage,EBEfhKdmb9g,John Smart: Your Personal Sim: The Brave New World of Smart Agents,BILtalks,977
BIL2016 Los Angeles Main Stage,PyGufQnbJms,Alex Lightman: Medical VR is VR’s Killer App,BILtalks,990
BIL2016 Los Angeles Main Stage,K3IE-orkWyM,Julia Bossmann: Forecasting,BILtalks,1276
BIL2016 Los Angeles Main Stage,I83ywM-zd4k,Tom W. Bell: Ulex: An Open Source Legal System,BILtalks,973
BIL2016 Los Angeles Main Stage,ekgSL_sO2Ic,"Maria Entraigues Abramson: The Fountain Of Youth - Come on in, the water’s fine!",BILtalks,1137
BIL2016 Los Angeles Main Stage,yzkdKWVo1k4,"Christopher Spalding: Upside-down, Inside-out Solar Systems",BILtalks,989
BIL2016 Los Angeles Main Stage,PX5bes7z4Lg,Dr. Aubrey de Grey: The Need to Dispel Longevity Sticker Shock,BILtalks,2261
BIL2016 Los Angeles Main Stage,SjhN-4txYj8,Kevin Lew - Your Bleeding Heart is Not Enough: The Purpose and Pragmatics of Social Impact,BILtalks,954
BIL2016 Los Angeles Main Stage,VbNSYQx12oA,Raj Singh: What AI Actually Means For You,BILtalks,909
BIL2016 Los Angeles Main Stage,t_o3pfZKI0A,Chris Vasquez: Hyperloop: 21st Century Transportation,BILtalks,1001
BIL2016 Los Angeles Main Stage,pbOPBmrxRso,Tami Reiss: Be a Scientist,BILtalks,960
BIL2016 Los Angeles Main Stage,peWlgxqZFCg,Sonya Lee: UX Your Life,BILtalks,798
BIL2016 Los Angeles Main Stage,VKBuwgBbnAE,Judy Frankel: The Future of Food: How to Secure a Healthier Agricultural Food System,BILtalks,1042
BIL2016 Los Angeles Main Stage,LKapqCiKrJ0,Todd White: Biohacked Wine : Kill Your Hangover,BILtalks,1043
BIL2016 Los Angeles Main Stage,56r0Qv4-h5s,Rahul Sonnad: Autonomous Cars and the Coming Transportation Cloud,BILtalks,903
BIL2016 Los Angeles Main Stage,XvPaPS6gm70,D. Cotter: B2H: Brands’ Path To Success In Social Media,BILtalks,1392
BIL2016 Los Angeles Main Stage,L3jIZsHMhSo,Eden Harman Bernardy: What Are You Afraid of? ‎Harness the Power of Fear,BILtalks,1336
BIL2016 Los Angeles Main Stage,vreoYkjrM_M,"Sound Bath with Sonorous Cello & Otherworldly Chanting, by Mystic Pete",BILtalks,913
BIL2016 Los Angeles Main Stage,hyPyeIxcWAk,Pop Culture Hero Coalition: Anti-Bullying and Social Justice,BILtalks,3603
BIL2016 Los Angeles Main Stage,YDHIHi8tbp8,Isa Gordon: The Age of Distraction & the Future of Wearable Tech,BILtalks,1496
BIL2016 Los Angeles Main Stage,N2rXmnfdrgw,John Bates: Communicating with Human Beings is Not Logical (It’s Biological),BILtalks,1045
BIL 2016 Los Angeles Meliorist Stage,k-FkViRgQ10,Troy Gardner: 10 Simple Ways for Better Coffee (aka. you are probably brewing coffee all wrong…),BILtalks,1074
BIL 2016 Los Angeles Meliorist Stage,6E61Wj-m3r8,Stuart Sherman: Why Software Sucks,BILtalks,1436
BIL 2016 Los Angeles Meliorist Stage,ueKYLiWFuRU,Snohomish Brown: Helping the Body Heal Itself:  Applications of Qi Gong and Chinese medicine,BILtalks,1825
BIL 2016 Los Angeles Meliorist Stage,c5vbjQnxzEI,Simmone Park: Trust Your Intuition and Face Your Fear,BILtalks,1049
BIL 2016 Los Angeles Meliorist Stage,Mrgy3DhY70k,Paul A. Spiegel: A Shamanic Nexus for Cancer Treatment,BILtalks,1073
BIL 2016 Los Angeles Meliorist Stage,HP0EoAnTqLI,Mya Stark: Tinkering with Education: Teaching Kids How to Learn Like a Maker,BILtalks,605
BIL 2016 Los Angeles Meliorist Stage,Ee8a5Drc9_4,Linda Maepa: The Future of Energy is Cybersecurity,BILtalks,795
BIL 2016 Los Angeles Meliorist Stage,jp2DjjrFNx8,Kevin Russell: Optimism is our Responsibility,BILtalks,1908
BIL 2016 Los Angeles Meliorist Stage,4iHZJupnoWM,Justin Dudek: How to Build a Better ‘You’ Using Old Family Photos,BILtalks,754
BIL 2016 Los Angeles Meliorist Stage,8C22QM-icnA,Glenn Sagon: How Emotional Marketing Is Impacting Business,BILtalks,836
BIL 2016 Los Angeles Meliorist Stage,R2EGRACxINw,"Evo Heyning: Love Maps: Interpersonal Relationships, Communication, Personal Growth",BILtalks,717
BIL 2016 Los Angeles Meliorist Stage,_KGFe8S_Kgs,Dezso Molnar,BILtalks,1196
BIL 2016 Los Angeles Meliorist Stage,o3VQvQaSc08,Darren Fujimoto: Successful Dating for Introverts & Intellectuals in the Technocentric Era,BILtalks,1778
BIL 2016 Los Angeles Meliorist Stage,_ycgpfAIE1U,Christine Peterson: Keynote: Long-term Relationships & Hookup Culture: Maximizing Human Happiness,BILtalks,1270
BIL 2016 Los Angeles Meliorist Stage,NC5PvU_gPqw,Belle Phénomène: Sexual Objectification of the Female Nipple,BILtalks,427
BIL 2016 Los Angeles Meliorist Stage,8TiYESCeNNQ,Alex Wormuth:  Data Saves Lives,BILtalks,455
BIL 2016 Los Angeles Meliorist Stage,nnAv7RrJv2Y,Jason Bowers: Becoming a “Real Man”,BILtalks,1096
BIL2015 - LA: First Flash,LOAEj8KSn2Q,Joseph Vaughn-Perling - The Technology of Money,BILtalks,1634
BIL2015 - LA: First Flash,9331fxwa79U,Liam Kennedy - How can a tech gadget make you feel closer to the only 6 people in space!,BILtalks,998
BIL2015 - LA: First Flash,vlwLVXYGQGY,Erin Tillman - How To Make Dating in LA Fun & Fantastical,BILtalks,988
BIL2015 - LA: First Flash,9jOsZwZ27Mo,Bianca Nasser - Introducing Means To A friend,BILtalks,137
BIL2015 - LA: First Flash,oHmISX7QVdo,Mystic Pete - Wonderful Musical Experience,BILtalks,773
BIL2015 - LA: First Flash,ih66eQxz2Fw,Alex Wormuth - Wearables: Transforming the Future of Medicine,BILtalks,924
BIL2015 - LA: First Flash,tXIh7aUjlHo,"Ashley Booth - The Future is Psychedelic: Medicine, Social Change, and Cognitive Liberty",BILtalks,1523
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",GbRZWVUVX-A,BIL2015 - Todd Huffman - The Frontlines of Geek Imperialism,BILtalks,1613
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",pSy6iS69Crk,BIL2015 - Eric Shuss - The Robot Revolution Has Begun,BILtalks,1111
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",_GzPA9AnRqA,BIL2015 - Scott Reynolds - Earthdrop Designs: Using Lasers to Create Art,BILtalks,937
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",TlOouD5FXJc,BIL2015 - Lauren Barghout Ph.D. - Seeing in 5 Dimensions: A fuzzy perspective from the world of AI,BILtalks,1474
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",99OeF8Ay1R8,BIL2015 - Kachina Gosselin - (Underwater) Citizen Science,BILtalks,1013
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",DBoEwnH427M,BIL2015 - Judd Weiss - Focus and Photography,BILtalks,2055
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",Ipp6Z6ktAis,BIL2015 - Anil Pattni - The Maker and Hacker Movement,BILtalks,1237
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",tUVRD08oMiM,BIL2015 - Chris Lopez - The Importance of Making,BILtalks,845
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",qrcXtPJgpBw,BIL2015 - Victoria Burke - Protecting the Dream: IP and Legal Issues,BILtalks,770
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",V9xZjCygBsY,BIL2015 - Devin O'Neill - Kanye West and the Media of Possibility,BILtalks,763
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",o1WY2Vo0BG0,BIL2015 - Byron Go - Dancing With the Magic of Synchronicity,BILtalks,1044
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",sJO_pOZZBkE,BIL2015 - Andrew McGregor - Citizen Journalism,BILtalks,549
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",hrJtyLaqYmo,BIL2015 - Andrew McGregor - Humanitarian Robots,BILtalks,392
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",o7ODQ74eZkw,"BIL2015 - Tim Huffman, Chris Franco, and Tamara Chacon - Empathy Panel",BILtalks,1435
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",W79LXSH4lf8,BIL2015 - Hailey McCann - Fitness for the Modern Age,BILtalks,760
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",y5ceq71msM8,BIL2015 - David Resnick - Stutter Social,BILtalks,1309
"BIL2015 Los Angeles - Emerging Tech Stage and Design, Empathy, and Social Justice Stage",7m5zbSAwRgE,BIL2015 - Kathleen Sage - The Legal Environment of a Small Business,BILtalks,1671
BIL2013 Videos Created by Attendees,BLhAOIO7GEM,BIL 2013 Setup,Gabriele Santilli,104
BIL2013 Videos Created by Attendees,sP_Ve-Jt-H8,BIL 2013,Gabriele Santilli,131
BIL2013 Videos Created by Attendees,9ER21VijVGE,Interview with BIL Conference Co-Founder Todd Huffman,Long Beach Post,161
BIL2013 Videos Created by Attendees,UjOgoWJ9-FQ,Why I Came to BIL (LIVE FROM BIL),Carter Gibson,957
BIL2013 Videos Created by Attendees,f2Rz8wmFFCM,Waldorf Education (LIVE FROM BIL),Carter Gibson,1560
BIL2013 Videos Created by Attendees,vFvZ60E5puI,Max Marty of BlueSeed (LIVE FROM BIL),Carter Gibson,1244
BIL2013 Videos Created by Attendees,XWdrevmikpA,How we became best friends at BIL (LIVE FROM BIL),Carter Gibson,1234
BIL2013 Videos Created by Attendees,0Ga-rvLypNk,Naughty Librarians at BIL (LIVE FROM BIL),Carter Gibson,984
BIL2013 Videos Created by Attendees,mTK7JFB4yKc,"Mike Rose, Founder and CEO of Intuitive IQ (LIVE FROM BIL)",Carter Gibson,1011
BIL2013 Videos Created by Attendees,f78r6LSb1_4,Dr.Nuclear is a Mad Scientist (LIVE FROM BIL),Carter Gibson,1100
BIL2013 Videos Created by Attendees,Bp4Z76N8kBI,,,
BIL2013 Videos Created by Attendees,wBaFjMQNo4g,"Guilty Pleasures and the Creative Process, Pt. 1 - Karuna Tanahashi - BIL 2013",Karuna Tanahashi,504
BIL2013 Videos Created by Attendees,pmI2cV3mWXo,"Guilty Pleasures and the Creative Process, Pt. 2 - Karuna Tanahashi - BIL 2013",Karuna Tanahashi,321
(no playlist — BILtalks - Videos),WXeIfcUqHlc,BIL Convention 2011 Long Beach California,,273
(no playlist — BILtalks - Videos),r4XKvRs1Src,BIL 2012 - Lucien Vattel - Gamedesk [Hunter's Cam],,993
(no playlist — BILtalks - Videos),ng90fwwWlIA,BIL 2012 - Kai Chang - Jury Nullification [Main Feed],,1019
(no playlist — BILtalks - Videos),ljrgmIOoIfA,BIL 2012 - Jonathan Toomin - Neuroscience [Hunter's Cam],,994
(no playlist — BILtalks - Videos),bqcu3UDSNjA,BIL 2012 - Loretta Whitesides - Zero Gravity [Main Feed],,549
(no playlist — BILtalks - Videos),WfO24-FYnwg,BIL 2012 - Google Hangout with Mike Rose,,385
(no playlist — BILtalks - Videos),WFY1eojtXpA,BIL 2012 - Greg Gage - Backyard Brains [Hunter's Cam],,725
(no playlist — BILtalks - Videos),VllucnRbHAM,BIL 2012 - Isaiah Frizzell - Culinary Copyright and the Future of Fine Dining [Main Feed],,600
(no playlist — BILtalks - Videos),VlDgO3sXQzc,BIL 2012 - Jonathan Toomin - Neuroscience [Main Feed],,359
(no playlist — BILtalks - Videos),ImEt62_79aE,"BIL 2012 - Jaan Tallinn - Co-Founder Skype, Singularitarian [Main Feed]",,1411
(no playlist — BILtalks - Videos),GmM2h1ukiHY,BIL 2012 - Greg Gage - Backyard Brains [Main Feed],,216
(no playlist — BILtalks - Videos),G62ngxWMrGk,BIL 2012 - John Roberts - Purpose Driven Education [Main Feed],,992
(no playlist — BILtalks - Videos),5vnT381731E,"BIL 2012 - Judd Weiss - Hustle Bear, Weiss Investments [Main Feed]",,973
(no playlist — BILtalks - Videos),5v5lG-Unp44,BIL 2012 - Google Hangout with Reid and Allison,,354
(no playlist — BILtalks - Videos),57fFWxIcQXU,BIL 2012 - John Spencer - Space Tourism Society [Main Feed],,1322
(no playlist — BILtalks - Videos),42UliFPtbNI,BIL 2012 - Rex Ridenoure,,1376
(no playlist — BILtalks - Videos),pd9iIIecL0U,BIL 2012 - Alexandros & Damian - Redesigning Heroism Part 2 [Main Feed],,450
(no playlist — BILtalks - Videos),hnNnxFKC3Ws,BIL 2012 - Google Hangout With Graham Hill,,418
(no playlist — BILtalks - Videos),V4ONMMVx8EI,BIL 2012 - Aubrey De Grey - SENS [Main Feed],,1016
(no playlist — BILtalks - Videos),TwtpiB9YKZc,BIL 2012 - Google Hangout with Max,,423
(no playlist — BILtalks - Videos),Ts2Wuwt2ApU,BIL 2012 - Google Hangout with Jaan Tallinn,,414
(no playlist — BILtalks - Videos),TaSX2jLwbiQ,BIL 2012 - Google Hangout with Doctor Nuclear,,474
(no playlist — BILtalks - Videos),PX8TBw50Yio,BIL 2012 - Google Hangout with Ben Thomas,,272
(no playlist — BILtalks - Videos),N6iwIj0qkt4,BIL 2012 - Brad Templeton - The self-driving cars are here [Main Feed],,1074
(no playlist — BILtalks - Videos),MpFAp7z6h6E,BIL 2012 - Google Hangout with Michael Lane,,836
(no playlist — BILtalks - Videos),J1sYIDESFto,BIL 2012 - Carter Gibson - Preserving the Human Factor [Main Feed],,940
(no playlist — BILtalks - Videos),Ff5qAjY2I2o,BIL 2012 - Chelsea Rustrum - A Shareable Life [Main Feed],,726
(no playlist — BILtalks - Videos),75BLNljF7Js,BIL 2012 - Google Hangout With Jerry Tran,,586
(no playlist — BILtalks - Videos),5RsMixnzf9E,BIL 2012 - Google Hangout with Mike,,484
(no playlist — BILtalks - Videos),pEgOMCeHU18,BIL 2012 Space stage - Michael Clive (2),,1664
(no playlist — BILtalks - Videos),nOd7YuQEfTM,"BIL 2012 - Josh Whiton - Autophagy, Life Extension",,900
(no playlist — BILtalks - Videos),iwv9tJWo0FU,BIL 2012 - Alan Minsky - Libertarian [Main Feed],,1189
(no playlist — BILtalks - Videos),YkjzAJ01Pg0,BIL 2012 - Alexandros & Damian - Redesigning Heroism Part 1[Main Feed],,313
(no playlist — BILtalks - Videos),ArnwL48IhoI,BIL 2012 Space stage - Luke Nosek,,1695
(no playlist — BILtalks - Videos),6-vnxP18V9o,BIL 2012 Space stage - George and Loretta Whitesides,,1969
(no playlist — BILtalks - Videos),-wFMbjhIwI4,BIL 2012 Space stage - Loretta Whitesides,,1122
(no playlist — BILtalks - Videos),48o5YCbcEas,BIL2012 - Michael Keenan: Seasteading,,1025
(no playlist — BILtalks - Videos),7MV_GbHW11k,BIL 2012 - Jesse Clark - Space stage,,881
(no playlist — BILtalks - Videos),dzmtdSSaF6M,BIL 2012 - Kyle Cothern - Space stage,,1419
(no playlist — BILtalks - Videos),9u6LnT14-Js,BIL 2012 - Christie Dudley - Space stage,,956
(no playlist — BILtalks - Videos),3I0BYj8tuLs,BIL 2012 - Rex Ridenoure - Space stage,,1746
(no playlist — BILtalks - Videos),J0EquRPM6H0,BIL 2012 - Doug Jones - Space stage,,2066
(no playlist — BILtalks - Videos),YMBLwiYod0k,BIL 2012 - Michael Clive - Space stage,,903
(no playlist — BILtalks - Videos),4VmMD0fWL3Q,BIL 2012 - Zach Urbina - Space stage,,1549
(no playlist — BILtalks - Videos),sPInpNHUmjw,BIL 2012- Rand Simberg- Space stage,,1601
(no playlist — BILtalks - Videos),pX5YJHbrKDM,BIL 2012 - Alex Peake - Code is Literacy,,1059
(no playlist — BILtalks - Videos),DgplXLO0DUo,"BIL2012 - Retaining the Human Factor (Carter Gibson, BIL 2012)",,1046
(no playlist — BILtalks - Videos),W1aO4UwNkD4,Welcome to BIL 2012,,114
(no playlist — BILtalks - Live),md_CvmWDi-4,"BIL - LA 2018 - Sunday, Part 3",,1006
(no playlist — BILtalks - Live),RJhI6YZTMA0,BIL Los Angeles 2016  - Day 2 – LIVE,,26691
(no playlist — BILtalks - Live),NliCZ0R7VE8,BIL LA 2016 - DAY 1,,7953
